journ_id,formal_name
4234,Computers And Geotechnics
4235,Computers And Graphics (Pergamon)
4236,Computers And Industrial Engineering
4237,Computers And Mathematics With Applications
4238,Computers And Operations Research
4239,Computers And Security
4240,Computers And Structures
4241,Computers And The Humanities
4242,Computers In Biology And Medicine
4243,Computers In Cardiology
4244,Computers In Education Journal
4245,Computers In Human Behavior
4246,Computers In Industry
4247,Computers In Nursing
4248,"Computers, Environment And Urban Systems"
4249,Computing (Vienna/New York)
4250,Computing And Control Engineering Journal
4251,Computing And Informatics
4252,Computing In Science And Engineering
4253,Comtec
4254,COMUNICACION Y SOCIEDAD
4255,COMUNICAR
4256,Concepts In Magnetic Resonance
4257,Concepts In Magnetic Resonance Part A: Bridging Education And Research
4258,Concepts In Magnetic Resonance Part B: Magnetic Resonance Engineering
4259,Concrete (London)
4260,Concrete Construction - World Of Concrete
4261,Concrete Engineering International
4262,Concrete Producer
4263,Concurrency Computation Practice And Experience
4264,CONCURRENCY-PRACTICE AND EXPERIENCE
4265,Concurrent Engineering Research And Applications
4266,Concurrent Systems Engineering Series
4267,Condensed Matter Physics
4268,Condor
4269,Conference Digest - IEEE International Semiconductor Laser Conference
4270,Conference Digest Of The 2004 Joint 29th International Conference On Infrared And Millimeter Waves And 12th International Conference On Terahertz Electronics
4271,"Conference On Aviation, Range, And Aerospace Meteorology"
4273,Conference On Human Factors In Computing Systems - Proceedings
4274,Conference On Lasers And Electro-Optics Europe - Technical Digest
4275,Conference On Local Computer Networks
4276,"Conference On Optical Fiber Communication, Technical Digest Series"
4277,Conference On Quantum Electronics And Laser Science (Qels) - Technical Digest Series
4278,Conference On Robotics And Remote Systems- Proceedings
4279,Conference On Satellite Meteorology And Oceanography
4280,Conference On Software Maintenance
4281,"Conference Proceeding - IEEE International Conference On Networking, Sensing And Control"
4282,"Conference Proceedings - 1st European Radar Conference, Eurad"
4283,"Conference Proceedings - 2nd Annual IEEE Northeast Workshop On Circuits And Systems, Newcas 2004"
4284,"Conference Proceedings - 7th European Conference On Wireless Technology, Ecwt2004"
4286,Conference Proceedings - IEEE Applied Power Electronics Conference And Exposition - Apec
4287,Conference Proceedings - IEEE Southeastcon
4288,"Conference Proceedings - International Conference On Actual Problems Of Electron Devices Engineering, Apede' 2004"
4289,Conference Proceedings - International Conference On Indium Phosphide And Related Materials
4290,Conference Proceedings - Ipemc 2004: 4th International Power Electronics And Motion Control Conference
4291,Conference Proceedings - Joint 2002 Csce/Asce International Conference On Environmental Engineering - An International Perspective On Environmental Engineering
4292,Conference Proceedings - Lasers And Electro-Optics Society Annual Meeting-Leos
4293,Conference Proceedings- European Microwave Conference
4294,Conference Proceedings From The International Symposium For Testing And Failure Analysis
4295,Conference Proceedings Of The Annual Acm Symposium On Theory Of Computing
4296,Conference Proceedings Of The Euromicro
4297,"Conference Proceedings Of The IEEE International Performance, Computing, And Communications Conference"
4298,"Conference Record - Asilomar Conference On Signals, Systems And Computers"
4299,Conference Record - Ias Annual Meeting (IEEE Industry Applications Society)
4300,Conference Record - IEEE Instrumentation And Measurement Technology Conference
4301,Conference Record - Industrial And Commercial Power Systems Technical Conference
4302,Conference Record / IEEE Global Telecommunications Conference
4303,Conference Record Of IEEE International Symposium On Electrical Insulation
4304,Conference Record Of The Annual Acm Symposium On Principles Of Programming Languages
4305,Conference Record Of The IEEE Photovoltaic Specialists Conference
4306,Conference Record Of The International Power Modulator Symposium And High Voltage Workshop
4307,CONFIGURATIONS
4308,Confinia Cephalalgica
4309,Conflict Management And Peace Science
4310,Conflict Resolution Quarterly
4311,CONFLUENCIA
4312,Congenital Anomalies
4313,Congestive Heart Failure
4314,"Congress On Computing In Civil Engineering, Proceedings"
4315,CONNAISSANCE DES ARTS
4316,CONNAISSANCE_ARTS
4317,Connecticut Medicine
4318,Connection Science
4319,Connective Tissue
4320,Connective Tissue Research
4321,Connector Specifier
4322,CONRADIANA
4323,Consciousness And Cognition
4324,Conservation Biology
4325,Conservation Ecology
4326,Conservation Genetics
4327,CONSERVATION LETTERS
4328,Conservation Science Western Australia
4329,Constraints
4330,Construction And Building Materials
4331,Construction And Materials Issues 2001
4332,Construction Management And Economics
4333,Construction Research Congress 2005: Broadening Perspectives - Proceedings Of The Congress
4334,Construction Specifier
4335,Constructive Approximation
4336,CONSTRUCTIVIST FOUNDATIONS
4337,Consultant
4338,Consultant Pharmacist
4339,Consulting Psychology Journal
4340,Consumer Reports
4341,Contact Dermatitis
4342,Contact Lens And Anterior Eye
4343,Contact Mechanics - Friction: Modeling And Experiment
4344,CONTEMP_CHIN_THOUGHT
4345,CONTEMP_LITERATURE
4346,CONTEMP_SOCIOL
4347,CONTEMP_THEATRE_REV
4348,CONTEMPORANEA
4349,Contemporary Accounting Research
4350,CONTEMPORARY BRITISH HISTORY
4351,CONTEMPORARY BUDDHISM
4352,CONTEMPORARY CHINESE THOUGHT
4353,Contemporary Clinical Gynecology And Obstetrics
4354,Contemporary Clinical Trials
4355,Contemporary Economic Policy
4356,Contemporary Educational Psychology
4357,CONTEMPORARY EUROPEAN HISTORY
4358,Contemporary Family Therapy
4359,CONTEMPORARY FRENCH AND FRANCOPHONE STUDIES
4360,Contemporary Hypnosis
4361,CONTEMPORARY LITERATURE
4362,Contemporary Longterm Care
4363,CONTEMPORARY MUSIC REVIEW
4364,Contemporary Nurse : A Journal For The Australian Nursing Profession
4365,Contemporary Ob-Gyn
4366,Contemporary Pacific
4367,Contemporary Physics
4368,CONTEMPORARY POLITICAL THEORY
4369,CONTEMPORARY PROBLEMS OF ECOLOGY
4370,Contemporary Psychoanalysis
4371,CONTEMPORARY PSYCHOLOGY
4372,Contemporary Psychology-Apa Review Of Books
4373,CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS
4374,Contemporary South Asia
4375,Contemporary Studies In Economic And Financial Analysis
4376,CONTEMPORARY THEATRE REVIEW
4377,Contemporary Topics In Laboratory Animal Science
4378,CONTEMPORARY WOMENS WRITING
4379,CONTINENTAL PHILOSOPHY REVIEW
4380,Continental Shelf Research
4381,"Continuing Education In Anaesthesia, Critical Care And Pain"
4382,Continuity And Change
4383,Continuum Mechanics And Thermodynamics
4384,CONTINUUM-JOURNAL OF MEDIA & CULTURAL STUDIES
4385,Contraception
4386,CONTRAST MEDIA & MOLECULAR IMAGING
4387,CONTRIBUTIONS OF THE ASTRONOMICAL OBSERVATORY SKALNATE PLESO
4388,Contributions To Economic Analysis And Policy
4389,Contributions To Economics
4390,Contributions To Geophysics And Geodesy
4391,Contributions To Indian Sociology
4392,Contributions To Microbiology
4393,Contributions To Mineralogy And Petrology
4394,Contributions To Nephrology
4395,Contributions To Plasma Physics
4396,Contributions To Zoology
4397,"Control (Chicago, Ill)"
4398,Control And Cybernetics
4399,CONTROL AND INSTRUMENTATION
4400,Control And Intelligent Systems
4401,Control Engineering
4402,CONTROL ENGINEERING AND APPLIED INFORMATICS
4403,Control Engineering Practice
4404,Control Solutions
4405,"Control Systems, Preprints, Conference"
4406,Controle And Automacao
4407,Controlled Clinical Trials
4408,"Contruction Research Congress, Winds Of Change: Integration And Innovation In Construction, Proceedings Of The Congress"
4409,Converter
4410,Converting Magazine
4411,CONVIVIUM
4412,COOPERATION AND CONFLICT
4413,Coordination Chemistry Reviews
4414,Copd: Journal Of Chronic Obstructive Pulmonary Disease
4415,Copeia
4416,Coral Reefs
4417,Cornea
4418,CORNELL HOSPITALITY QUARTERLY
4419,Cornell Hotel And Restaurant Administration Quarterly
4420,Cornell International Law Journal
4421,Cornell Law Review
4422,Coronary Artery Disease
4423,Coronary Health Care
4424,Corporate Communications
4425,Corporate Environmental Strategy
4426,Corporate Governance
4427,Corporate Social Responsibility And Environmental Management
4428,CORPUS LINGUISTICS AND LINGUISTIC THEORY
4429,CORRESPONDANCES EN METABOLISMES HORMONES DIABETES ET NUTRITION
4430,Corrosion
4431,Corrosion And Protection
4432,Corrosion Engineering Science And Technology
4433,Corrosion Prevention And Control
4434,Corrosion Reviews
4435,Corrosion Science
4436,Corrosion Science And Protection Technology
4437,Cortex
4438,Cosmetic Dermatology
4439,Cosmic Research
4440,Cossma
4441,"Cost - Affordable Titanium, Symposium, Dedicated To Professor Harvey Flower"
4442,"Cost Engineering (Morgantown, West Virginia)"
4443,Counseling Psychologist
4444,Counselling Psychology Quarterly
4445,Cpd Anaesthesia
4446,Cpd Bulletin Cellular Pathology
4447,Cpd Bulletin Clinical Biochemistry
4448,Cpd Infection
4449,Cpem Digest (Conference On Precision Electromagnetic Measurements)
4450,CR_ACAD_INSCR_BELLE
4451,CR_ACAD_SCI_II_A
4452,CR_ACAD_SCI_II_B-MEC
4453,CR_ACAD_SCI_II_C
4454,CR_ACAD_SCI_III-VIE
4455,CR_ACAD_SCI_I-MATH
4456,CR_ACAD_SCI_IV-PHYS
4457,CR_BIOL
4458,CR_CHIM
4459,CR_GEOSCI
4460,CR_MECANIQUE
4461,CR_PALEVOL
4462,CR_PHYS
4463,Cranio
4464,Creative Nursing
4465,Creativity And Cognition Proceedings 2005
4466,Creativity Research Journal
4467,"Creep Deformation And Fracture, Design, And Life Extension - Proceedings Of A Symposium Sponsored By Materials Science And Technology 2005, Ms And T'05"
4468,Cretaceous Research
4469,Crime And Delinquency
4470,CRIME AND JUSTICE-A REVIEW OF RESEARCH
4471,CRIME MEDIA CULTURE
4472,"Crime, Law And Social Change"
4473,Criminal Behaviour And Mental Health
4474,Criminal Justice And Behavior
4475,Criminal Law Review
4476,Criminology
4477,CRIMINOLOGY & CRIMINAL JUSTICE
4478,Crisis
4479,CRISIS INTERVENTION AND TIME-LIMITED TREATMENT
4480,CRIT_INQUIRY
4481,CRIT_QUART
4482,CRITICA
4483,CRITICA D ARTE
4484,CRITICA HISPANICA
4485,CRITICA LETTERARIA
4486,CRITICA_ARTE
4487,CRITICA_HISPANICA
4488,CRITICA_LETT
4489,Critical Asian Studies
4490,Critical Care
4491,Critical Care And Shock
4492,Critical Care Clinics
4493,Critical Care Medicine
4494,Critical Care Nurse
4495,Critical Care Nursing Clinics Of North America
4496,Critical Care Nursing Quarterly
4497,CRITICAL INQUIRY
4498,Critical Pathways In Cardiology
4499,Critical Perspectives On Accounting
4500,Critical Public Health
4501,CRITICAL QUARTERLY
4502,Critical Review
4503,Critical Reviews In Analytical Chemistry
4504,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY
4505,Critical Reviews In Biomedical Engineering
4506,CRITICAL REVIEWS IN BIOTECHNOLOGY
4507,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES
4508,Critical Reviews In Computed Tomography
4510,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY
4511,Critical Reviews In Eukaryotic Gene Expression
4512,Critical Reviews In Food Science And Nutrition
4513,Critical Reviews In Immunology
4514,Critical Reviews In Microbiology
4515,Critical Reviews In Neurobiology
4516,CRITICAL REVIEWS IN ONCOGENESIS
4517,Critical Reviews In Oncology/Hematology
4518,Critical Reviews In Oral Biology And Medicine
4519,Critical Reviews In Plant Sciences
4520,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES
4521,CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS
4522,Critical Reviews In Toxicology
4523,Critical Social Policy
4524,Critical Sociology
4525,Critical Studies In Media Communication
4526,CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA
4527,CRITICISM-A QUARTERLY FOR LITERATURE AND THE ARTS
4528,CRITIQUE
4529,Critique Of Anthropology
4530,CRITIQUE-ST_CONTEMP
4531,CRITIQUE-STUDIES IN CONTEMPORARY FICTION
4532,CR-NEW_CENTEN_REV
4533,CROATIAN JOURNAL OF FOREST ENGINEERING
4534,CROATIAN JOURNAL OF PHILOSOPHY
4535,Croatian Medical Journal
4536,Croatica Chemica Acta
4537,CROP & PASTURE SCIENCE
4538,CROP BREEDING AND APPLIED BIOTECHNOLOGY
4539,Crop Protection
4540,Crop Science
4541,CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL
4542,Cross-Cultural Research
4543,Crosstalk
4544,Crustaceana
4545,Cryobiology
4546,Cryogenics
4547,Cryo-Letters
4548,CRYOSPHERE
4549,"Cryptogamie, Algologie"
4550,"Cryptogamie, Bryologie"
4551,"Cryptogamie, Mycologie"
4552,CRYPTOLOGIA
4553,Crystal Engineering
4554,Crystal Growth And Design
4555,Crystal Research And Technology
4556,Crystallography Reports
4557,CRYSTALLOGRAPHY REVIEWS
4558,Crystengcomm
4559,Cscwd 2004 - 8th International Conference On Computer Supported Cooperative Work In Design - Proceedings
4560,CT&F-CIENCIA TECNOLOGIA Y FUTURO
4561,CTS-CLINICAL AND TRANSLATIONAL SCIENCE
4562,CUADERNOS DE DESARROLLO RURAL
4563,CUADERNOS DE ECONOMIA Y DIRECCION DE LA EMPRESA
4564,Cuadernos De Medicina Reproductiva
4565,CUADERNOS HISPANOAMERICANOS
4566,CUADERNOS_HISPANOAM
4567,CUAJ-CANADIAN UROLOGICAL ASSOCIATION JOURNAL
4568,Cuban Journal Of Agricultural Science
4569,CULT_CRIT
4570,CULTURA Y EDUCACION
4571,CULTURA-INTERNATIONAL JOURNAL OF PHILOSOPHY OF CULTURE AND AXIOLOGY
4572,CULTURAL & SOCIAL HISTORY
4573,Cultural Anthropology
4574,CULTURAL CRITIQUE
4575,Cultural Diversity And Ethnic Minority Psychology
4576,Cultural Geographies
4577,CULTURAL SOCIOLOGY
4578,Cultural Studies
4579,Culture And Psychology
4580,"Culture, Health & Sexuality"
4581,"Culture, Medicine And Psychiatry"
4582,Curationis
4583,Curr Heart Fail Rep
4584,Curr Hiv/Aids Rep
4585,CURR_OPIN_DRUG_DISC
4586,CURRENT ALLERGY & CLINICAL IMMUNOLOGY
4587,Current Allergy And Asthma Reports
4588,Current Alzheimer Research
4589,Current Anaesthesia And Critical Care
4590,CURRENT ANALYTICAL CHEMISTRY
4591,Current Anthropology
4592,Current Applied Physics
4593,Current Atherosclerosis Reports
4594,CURRENT BIOINFORMATICS
4595,Current Biology
4596,Current Cancer Drug Targets
4597,Current Cardiology Reports
4598,CURRENT COMPUTER-AIDED DRUG DESIGN
4599,Current Controlled Trials In Cardiovascular Medicine
4600,Current Diabetes Reports
4601,Current Diagnostic Pathology
4602,Current Directions In Autoimmunity
4603,Current Directions In Psychological Science
4604,Current Drug Delivery
4605,Current Drug Discovery
4606,Current Drug Discovery Technologies
4607,Current Drug Metabolism
4608,Current Drug Targets
4609,Current Drug Targets - Cardiovascular And Haematological Disorders
4610,Current Drug Targets - Infectious Disorders
4611,Current Drug Targets: Cns And Neurological Disorders
4612,"Current Drug Targets: Immune, Endocrine And Metabolic Disorders"
4613,Current Drug Targets: Inflammation And Allergy
4614,Current Eye Research
4615,Current Gastroenterology Reports
4616,Current Gene Therapy
4617,Current Genetics
4618,Current Genomics
4619,Current Hematology Reports
4620,Current History
4621,Current Hiv Research
4622,Current Hypertension Reports
4623,Current Infectious Disease Reports
4624,Current Issues In Education
4625,CURRENT ISSUES IN MOLECULAR BIOLOGY
4626,Current Issues In Tourism
4627,CURRENT MEDICAL IMAGING REVIEWS
4628,Current Medical Research And Opinion
4629,"Current Medical Research And Opinion, Supplement"
4630,Current Medicinal Chemistry
4631,Current Medicinal Chemistry - Anti-Cancer Agents
4632,Current Medicinal Chemistry - Central Nervous System Agents
4633,Current Medicinal Chemistry: Cardiovascular And Hematological Agents
4634,"Current Medicinal Chemistry: Immunology, Endocrine And Metabolic Agents"
4635,Current Microbiology
4636,Current Molecular Medicine
4637,CURRENT NANOSCIENCE
4638,Current Neurology And Neuroscience Reports
4639,Current Neuropharmacology
4640,Current Neurovascular Research
4641,Current Obstetrics And Gynaecology
4642,Current Oncology
4643,Current Oncology Reports
4644,Current Opinion In Allergy And Clinical Immunology
4645,Current Opinion In Anaesthesiology
4646,Current Opinion In Biotechnology
4647,Current Opinion In Cardiology
4648,Current Opinion In Cell Biology
4649,Current Opinion In Chemical Biology
4650,Current Opinion In Clinical Nutrition And Metabolic Care
4651,Current Opinion In Colloid And Interface Science
4652,Current Opinion In Critical Care
4653,Current Opinion In Drug Discovery & Development
4654,Current Opinion In Endocrinology And Diabetes
4655,CURRENT OPINION IN ENDOCRINOLOGY DIABETES AND OBESITY
4656,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY
4657,Current Opinion In Gastroenterology
4658,Current Opinion In Genetics & Development
4659,Current Opinion In Hematology
4660,Current Opinion In Immunology
4661,Current Opinion In Infectious Diseases
4662,Current Opinion In Investigational Drugs
4663,Current Opinion In Lipidology
4664,Current Opinion In Microbiology
4665,Current Opinion In Molecular Therapeutics
4666,Current Opinion In Nephrology And Hypertension
4667,Current Opinion In Neurobiology
4668,Current Opinion In Neurology
4669,Current Opinion In Obstetrics & Gynecology
4670,Current Opinion In Oncology
4671,Current Opinion In Ophthalmology
4672,Current Opinion In Organ Transplantation
4673,Current Opinion In Orthopaedics
4674,Current Opinion In Otolaryngology & Head And Neck Surgery
4675,Current Opinion In Pediatrics
4676,Current Opinion In Pharmacology
4677,Current Opinion In Plant Biology
4678,Current Opinion In Psychiatry
4679,Current Opinion In Pulmonary Medicine
4680,Current Opinion In Rheumatology
4681,Current Opinion In Solid State And Materials Science
4682,Current Opinion In Structural Biology
4683,Current Opinion In Urology
4684,Current Organic Chemistry
4685,CURRENT ORGANIC SYNTHESIS
4686,Current Orthopaedics
4687,Current Paediatrics
4688,Current Pain And Headache Reports
4689,CURRENT PERSPECTIVES IN SOCIAL THEORY
4690,CURRENT PHARMACEUTICAL ANALYSIS
4691,Current Pharmaceutical Biotechnology
4692,Current Pharmaceutical Design
4693,Current Pharmacogenomics
4694,Current Problems In Cancer
4695,CURRENT PROBLEMS IN CARDIOLOGY
4696,Current Problems In Dermatology
4697,Current Problems In Diagnostic Radiology
4698,Current Problems In Pediatric And Adolescent Health Care
4699,Current Problems In Surgery
4700,Current Protein And Peptide Science
4701,Current Proteomics
4702,Current Psychiatry Reports
4703,Current Psychology
4704,Current Research In Social Psychology
4705,Current Rheumatology Reports
4706,Current Science
4707,CURRENT SIGNAL TRANSDUCTION THERAPY
4708,Current Sociology
4709,Current Sports Medicine Reports
4710,Current Surgery
4711,Current Therapeutic Research - Clinical And Experimental
4712,Current Therapeutics
4713,CURRENT TOPICS IN CELLULAR REGULATION
4714,Current Topics In Developmental Biology
4715,Current Topics In Medicinal Chemistry
4716,Current Topics In Microbiology And Immunology
4717,Current Topics In Nutraceutical Research
4718,Current Topis In Membranes
4719,Current Treatment Options In Cardiovascular Medicine
4720,Current Treatment Options In Gastroenterology
4721,Current Treatment Options In Neurology
4722,Current Treatment Options In Oncology
4723,Current Urology Reports
4724,Current Vascular Pharmacology
4725,Current Women'S Health Reports
4726,CURRENT ZOOLOGY
4727,Curriculum Inquiry
4728,CURRICULUM MATTERS
4729,Customer Interactions Solutions
4730,CUSTOS E AGRONEGOCIO
4731,Cutaneous And Ocular Toxicology
4732,Cutis
4733,Cutter It Journal
4734,Cutting Tool Engineering
4735,CYBERN_SYST_ANAL+
4736,Cybernetics And Systems
4737,Cybernetics And Systems Analysis
4738,"Cyberpsychology & Behavior : The Impact Of The Internet, Multimedia And Virtual Reality On Behavior And Society"
4739,CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING
4740,Cybium
4741,CYTA-JOURNAL OF FOOD
4742,Cytobios
4743,CYTOGENET_CELL_GENET
4744,Cytogenetic And Genome Research
4745,Cytogenetics And Cell Genetics
4746,Cytokine
4747,Cytokine And Growth Factor Reviews
4748,CYTOKINES CELLULAR & MOLECULAR THERAPY
4749,Cytologia
4750,Cytology And Genetics
4751,Cytometry
4752,Cytometry : The Journal Of The Society For Analytical Cytology
4753,Cytometry Part B - Clinical Cytometry
4754,Cytopathology
4755,CYTOSKELETON
4756,Cytotechnology
4757,Cytotherapy
4758,Czech Journal Of Animal Science
4759,Czech Journal Of Food Sciences
4760,CZECH JOURNAL OF GENETICS AND PLANT BREEDING
4761,Czechoslovak Journal Of Physics
4762,Czechoslovak Mathematical Journal
4763,D L R - Forschungsberichte
4764,Dados
4766,Daedalus
4767,Dairy Industries International
4768,DAIRY SCIENCE & TECHNOLOGY
4769,Dakar Medical
4770,DALHOUSIE_REV
4771,Dalian Ligong Daxue Xuebao/Journal Of Dalian University Of Technology
4772,Dalton Transactions
4773,DANCE CHRONICLE
4774,DANCE MAGAZINE
4775,DANCE RESEARCH
4776,DANCE RESEARCH JOURNAL
4777,DANCE THEATRE JOURNAL
4778,DANCE_MAG
4779,DANCE_THEAT_J
4780,DANCING TIMES
4781,DANCING_TIMES
4782,Danish Medical Bulletin
4783,DAO-A JOURNAL OF COMPARATIVE PHILOSOPHY
4784,DAPHNIS
4785,Daru
4786,Darwiniana
4787,Data And Knowledge Engineering
4788,DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS
4789,Data Compression Conference Proceedings
4790,Data Mining And Knowledge Discovery
4791,Data Strategies & Benchmarks : The Monthly Advisory For Health Care Executives
4792,Db2 Magazine
4793,Death Studies
4794,DECISION ANALYSIS
4795,"Decision And Simulation In Engineering And Management Science - International Conference On Modelling And Simulation, Icms'04"
4796,Decision Sciences
4797,Decision Support Systems
4798,Deep-Sea Research Part I: Oceanographic Research Papers
4799,Deep-Sea Research Part Ii: Topical Studies In Oceanography
4800,"Deepwater Mooring Systems Concepts, Design Analysis, And Materials"
4801,Defektoskopiya
4802,Defence And Peace Economics
4803,Defence Science Journal
4804,Defense And Security Analysis
4805,DEGRES
4806,Delaware Medical Journal
4807,Dementia And Geriatric Cognitive Disorders
4808,Democracy And Nature
4809,Democratization
4810,Demographic Research
4811,Demography
4812,Demokratizatsiya
4813,Dendrobiology
4814,Dendrochronologia
4815,Dengue Bulletin
4816,"Dental Assistant (Chicago, Ill : 1994)"
4817,Dental Clinics Of North America
4818,Dental Materials
4819,Dental Materials Journal
4820,Dental Traumatology
4821,Dental Update
4822,Dentistry Today
4823,Dentomaxillofacial Radiology
4824,Denver University Law Review
4825,Depression And Anxiety
4826,"Der Hautarzt; Zeitschrift Fur Dermatologie, Venerologie, Und Verwandte Gebiete"
4827,Der Nervenarzt
4828,Der Ophthalmologe : Zeitschrift Der Deutschen Ophthalmologischen Gesellschaft
4829,Der Orthopade
4830,Der Pathologe
4831,Der Radiologe
4832,Der Unfallchirurg
4833,Der Urologe Ausg A
4834,Deri Hastaliklari Ve Frengi Arsivi
4835,Dermatitis
4836,Dermatologia Clinica
4837,"Dermatologia Cosmetica, Medica Y Quirurgica"
4838,Dermatologia Klinicza
4839,Dermatologic Clinics
4840,Dermatologic Surgery
4841,Dermatologic Therapy
4842,Dermatologica Sinica
4843,Dermatologie In Beruf Und Umwelt
4844,Dermatology
4845,Dermatology And Psychosomatics
4846,Dermatology Nursing / Dermatology Nurses' Association
4847,Dermatology Online Journal
4848,DES_ISSUES
4849,Desalination
4850,DESALINATION AND WATER TREATMENT
4851,Desarrollo Economico
4852,DESCANT
4853,Design And Manufacture For Sustainable Development 2003
4854,Design And Nature
4855,Design Automation For Embedded Systems
4856,Design Engineering (Toronto)
4857,Design Issues
4858,DESIGN JOURNAL
4859,Design News (Boston)
4860,Design Studies
4861,Designed Monomers And Polymers
4862,"Designs, Codes, And Cryptography"
4863,DEUT_SPRACHE
4864,DEUT_VIER_LIT_GEIST
4865,DEUT_Z_PHILOS
4866,Deutsche Apotheker Zeitung
4867,Deutsche Entomologische Zeitschrift
4868,Deutsche Lebensmittel-Rundschau
4869,Deutsche Medizinische Wochenschrift
4870,DEUTSCHE SPRACHE
4871,Deutsche Tierarztliche Wochenschrift
4872,DEUTSCHE VIERTELJAHRSSCHRIFT FUR LITERATURWISSENSCHAFT UND GEISTESGESCHICHTE
4873,Deutsche Zeitschrift Fur Akupunktur
4874,Deutsche Zeitschrift Fur Onkologie
4875,DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE
4876,Deutsche Zeitschrift Fur Sportmedizin
4877,Deutscher Drucker Stuttgart
4878,DEUTSCHES ARZTEBLATT INTERNATIONAL
4879,Developing Economies
4880,Developing World Bioeth
4881,Development
4882,Development And Change
4883,Development And Psychopathology
4884,Development Genes And Evolution
4885,Development In Practice
4886,Development Policy Review
4887,Development Southern Africa
4888,"Development, Growth & Differentiation"
4889,Developmental And Comparative Immunology
4890,Developmental Biology
4891,Developmental Cell
4892,DEVELOPMENTAL DISABILITIES RESEARCH REVIEWS
4893,Developmental Dynamics
4894,Developmental Immunology
4895,Developmental Medicine And Child Neurology
4896,DEVELOPMENTAL NEUROBIOLOGY
4897,Developmental Neuropsychology
4898,DEVELOPMENTAL NEUROREHABILITATION
4899,Developmental Neuroscience
4900,Developmental Psychobiology
4901,Developmental Psychology
4902,Developmental Review
4903,Developmental Science
4904,Developments In Biologicals
4905,Developments In Chemical Engineering And Mineral Processing
4906,Developments In Ophthalmology
4907,DEVIANCE ET SOCIETE
4908,Deviant Behavior
4909,"Device Research Conference - Conference Digest, Drc"
4910,Dgmk Tagungsbericht
4911,Di Yi Jun Yi Da Xue Xue Bao = Academic Journal Of The First Medical College Of Pla
4912,Diabetes
4913,Diabetes & Metabolism
4914,Diabetes And Vascular Disease Research
4915,Diabetes Care
4916,Diabetes Educator
4917,Diabetes Forecast
4918,Diabetes Research And Clinical Practice
4919,Diabetes Self-Management
4920,Diabetes Spectrum
4921,DIABETES STOFFWECHSEL UND HERZ
4922,Diabetes Technology & Therapeutics
4923,Diabetes Und Stoffwechsel
4924,"Diabetes, Nutrition & Metabolism"
4925,"Diabetes, Obesity & Metabolism"
4926,Diabetes/Metabolism Research And Reviews
4927,DIABETES-METAB_RES
4928,Diabetic Medicine
4929,DIABETOLOGE
4930,Diabetologia
4931,Diabetologia Doswiadczalna I Kliniczna
4932,Diabetologia Polska
4933,Diabetologie Metabolismus Endokrinologie Vyziva
4934,DIABETOLOGIE UND STOFFWECHSEL
4935,DIACHRONICA
4936,DIACRITICS-A REVIEW OF CONTEMPORARY CRITICISM
4937,Diagnostic And Interventional Radiology
4938,Diagnostic Cytopathology
4939,Diagnostic Microbiology And Infectious Disease
4940,Diagnostic Molecular Pathology
4941,DIAGNOSTIC PATHOLOGY
4942,Diagnostica
4943,DIALECTICA
4944,Dialectical Anthropology
4945,DIALECTOLOGIA ET GEOLINGUISTICA
4946,DIALOG-A JOURNAL OF THEOLOGY
4947,DIALOGUE-CAN_PHILOS
4948,Dialogues In Cardiovascular Medicine
4949,Dialogues In Clinical Neuroscience
4950,Dialysis And Transplantation
4951,Diamond And Related Materials
4952,Dianbo Kexue Xuebao/Chinese Journal Of Radio Science
4953,Dianli Xitong Zidonghua/Automation Of Electric Power Systems
4954,DIASPORAS-HISTOIRE ET SOCIETES
4955,Diatom Research
4956,DICKENS QUARTERLY
4957,DICKENS_QUART
4958,DICKENSIAN
4959,DIDACTICA SLOVENICA-PEDAGOSKA OBZORJA
4960,Die Casting Engineer
4961,Die Nahrung
4962,Die Naturwissenschaften
4963,Die Pharmazie
4964,Diesel And Gas Turbine Worldwide
4965,Diesel Progress International Edition
4966,Diesel Progress North American Edition
4967,DIFFERENCES-A JOURNAL OF FEMINIST CULTURAL STUDIES
4968,DIFFERENTIAL AND INTEGRAL EQUATIONS
4969,Differential Equations
4970,Differential Geometry And Its Application
4971,Differentiation
4972,Diffusion And Defect Data Pt A Defect And Diffusion Forum
4973,Diffusion And Defect Data Ptb: Solid State Phenomena
4974,DIGEST JOURNAL OF NANOMATERIALS AND BIOSTRUCTURES
4975,Digest Of Papers - IEEE Radio Frequency Integrated Circuits Symposium
4976,Digest Of Papers - IEEE Symposium On Mass Storage Systems
4977,Digest Of Papers - Microprocesses And Nanotechnology 2004
